subject,body_text,url_count,has_urgency,label
Microsoft Account: Verify security settings now,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-netflix-support.net/login",1,1,1
Annual performance evaluation reminder (Ref: 475),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",1,0,0
System Warning: Update password immediately!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,1,1,1
New repository pull request merged (Ref: 782),"We successfully deployed the latest security patches to the production clusters. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-amazon-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 208),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
Verify your banking details to avoid limitations,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 945),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",0,0,0
Invoice Notification: Payment outstanding #83940,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",1,1,1
Client presentation slide deck (Ref: 900),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",1,0,0
Update Billing Information: Payment Restrict Alert,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-chase-support.net/login,2,1,1
Quarterly financial report summary (Ref: 176),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",0,0,0
Microsoft Account: Verify security settings now,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",2,1,1
Quarterly financial report summary (Ref: 334),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, John.",0,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,1,1,1
Feedback on code design patterns (Ref: 755),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Alice.",1,0,0
System Warning: Update password immediately!,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,2,1,1
Lunch reservation details (Ref: 345),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",0,0,0
Netflix: Your subscription has been suspended!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-paypal-support.net/login",3,1,1
Lunch reservation details (Ref: 689),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-chase-support.net/login",2,1,1
Annual performance evaluation reminder (Ref: 535),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-chase-support.net/login,1,1,1
Release notes for version 2.4.1 (Ref: 138),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",1,0,0
Microsoft Account: Verify security settings now,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-paypal-support.net/login",3,1,1
Approved: Expense report #3904 (Ref: 408),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",1,0,0
Netflix: Your subscription has been suspended!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,1,1,1
New repository pull request merged (Ref: 837),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",2,1,1
Client presentation slide deck (Ref: 822),"We successfully deployed the latest security patches to the production clusters. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 936),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",0,0,0
System Warning: Update password immediately!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,3,1,1
Weekly Project Progress Update (Ref: 302),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,1,1,1
